ID,Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,BGG Rank,Complexity Average,Owned Users,Mechanics,Domains
104162,Descent: Journeys in the Dark (Second Edition),2012,1,5,120,14,22715.0,7.69,116.0,3.2,35659,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Line of Sight, Modular Board, Movement Points, Multiple Maps, Scenario / Mission / Campaign Game, Team-Based Game, Variable Player Powers",Thematic Games
263918,Cartographers,2019,1,100,45,10,10754.0,7.76,117.0,1.91,19320,"Bingo, Grid Coverage, Line Drawing, Paper-and-Pencil, Solo / Solitaire Game",Family Games
262712,Res Arcana,2019,2,4,60,12,9719.0,7.8,118.0,2.59,13790,"Card Drafting, Hand Management, Race, Take That, Turn Order: Pass Order, Variable Player Powers",Strategy Games
4098,Age of Steam,2002,1,6,120,13,8871.0,7.78,119.0,3.9,9636,"Auction/Bidding, Catch the Leader, Connections, Dice Rolling, Loans, Network and Route Building, Pick-up and Deliver, Player Elimination, Scenario / Mission / Campaign Game, Selection Order Bid, Tile Placement, Turn Order: Auction, Victory Points as a Resource",Strategy Games
148949,Istanbul,2014,2,5,60,10,25234.0,7.58,120.0,2.58,30353,"Contracts, Dice Rolling, Grid Movement, Modular Board, Network and Route Building, Pick-up and Deliver, Race, Variable Set-up, Worker Placement",Strategy Games
14996,Ticket to Ride: Europe,2005,2,5,60,8,58608.0,7.55,121.0,1.94,83075,"Card Drafting, Connections, End Game Bonuses, Hand Management, Network and Route Building, Push Your Luck, Set Collection",Family Games
150376,Dead of Winter: A Crossroads Game,2014,2,5,120,13,39287.0,7.57,122.0,3.02,53328,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Narrative Choice / Paragraph, Push Your Luck, Semi-Cooperative Game, Storytelling, Trading, Traitor Game, Variable Player Powers, Voting",Thematic Games
118048,Targi,2012,2,2,60,12,14592.0,7.64,123.0,2.35,22524,"End Game Bonuses, Modular Board, Set Collection, Turn Order: Progressive, Worker Placement",Strategy Games
9609,War of the Ring,2004,2,4,120,12,9935.0,7.77,124.0,3.85,12793,"Action Points, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",Thematic Games
43111,Chaos in the Old World,2009,3,4,120,13,14297.0,7.68,125.0,3.19,14782,"Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers","Strategy Games, Thematic Games"
233867,Welcome To...,2018,1,100,25,10,17370.0,7.61,126.0,1.82,27392,"Bingo, Paper-and-Pencil, Pattern Building, Solo / Solitaire Game",Family Games
244522,That's Pretty Clever!,2018,1,4,30,8,14352.0,7.64,127.0,1.89,21684,"Dice Rolling, Drafting, Highest-Lowest Scoring, Paper-and-Pencil, Re-rolling and Locking, Solo / Solitaire Game",Family Games
163068,Trickerion: Legends of Illusion,2015,2,4,180,14,6665.0,7.89,128.0,4.2,9928,"Action Points, Action Queue, Catch the Leader, Dice Rolling, Simultaneous Action Selection, Tile Placement, Turn Order: Stat-Based, Worker Placement",Strategy Games
77423,The Lord of the Rings: The Card Game,2011,1,2,60,13,20805.0,7.65,129.0,3.17,32244,"Cooperative Game, Deck Construction, Events, Hand Management, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Set-up",Customizable Games
17133,Railways of the World,2005,2,6,120,10,11039.0,7.69,130.0,3.02,11902,"Action Points, Auction/Bidding, Card Drafting, Connections, End Game Bonuses, Hexagon Grid, Income, Network and Route Building, Ownership, Pick-up and Deliver, Tile Placement, Turn Order: Auction",Strategy Games
128882,The Resistance: Avalon,2012,5,10,30,13,27134.0,7.58,131.0,1.77,38202,"Hidden Roles, Roles with Asymmetric Information, Simultaneous Action Selection, Team-Based Game, Traitor Game, Variable Player Powers, Voting",Party Games
218417,Aeon's End: War Eternal,2017,1,4,60,14,3191.0,8.41,132.0,2.91,7541,"Card Drafting, Cooperative Game, Deck Bag and Pool Building, Hand Management, Variable Phase Order, Variable Player Powers",Strategy Games
221194,Dinosaur Island,2017,1,4,120,8,11559.0,7.72,133.0,3.04,19263,"Action Points, Dice Rolling, Income, Set Collection, Tile Placement, Worker Placement",Strategy Games
266524,PARKS,2019,1,5,60,10,7275.0,7.89,134.0,2.17,14285,"Card Drafting, Contracts, Modular Board, Set Collection, Solo / Solitaire Game, Track Movement, Turn Order: Claim Action, Worker Placement",Family Games
103343,A Game of Thrones: The Board Game (Second Edition),2011,3,6,240,14,28650.0,7.6,135.0,3.72,38623,"Area Majority / Influence, Area Movement, Auction/Bidding, Auction: Sealed Bid, Card Play Conflict Resolution, Hand Management, Order Counters, Player Elimination, Prisoner's Dilemma, Simultaneous Action Selection, Variable Player Powers",Strategy Games
155426,Castles of Mad King Ludwig,2014,1,4,90,13,22125.0,7.56,136.0,2.66,28039,"Card Drafting, End Game Bonuses, I Cut You Choose, Increase Value of Unchosen Resources, Pattern Building, Set Collection, Tile Placement, Turn Order: Progressive",Strategy Games
246900,Eclipse: Second Dawn for the Galaxy,2020,2,6,200,14,2556.0,8.8,137.0,3.48,5256,"Alliances, Area Majority / Influence, Area Movement, Area-Impulse, Critical Hits and Failures, Dice Rolling, Grid Movement, Income, Kill Steal, Modular Board, Passed Action Token, Player Elimination, Tile Placement, Variable Player Powers",Strategy Games
54043,Jaipur,2009,2,2,30,12,37225.0,7.51,138.0,1.49,54358,"Card Drafting, Hand Management, Market, Score-and-Reset Game, Set Collection",Family Games
43015,Hansa Teutonica,2009,2,5,90,12,11496.0,7.65,139.0,3.12,10985,"Action Points, Area Majority / Influence, End Game Bonuses, Network and Route Building, Ownership, Tech Trees / Tech Tracks",Strategy Games
10630,Memoir '44,2004,2,8,60,8,25720.0,7.56,140.0,2.27,33786,"Area Majority / Influence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Die Icon Resolution, Grid Movement, Hand Management, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Scenario / Mission / Campaign Game, Simulation",Wargames
70149,Ora et Labora,2011,1,4,180,13,9770.0,7.71,141.0,3.9,12289,"Increase Value of Unchosen Resources, Modular Board, Network and Route Building, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
239188,Chronicles of Crime,2018,1,4,90,14,14251.0,7.8,142.0,2.11,23966,"Cooperative Game, Scenario / Mission / Campaign Game, Storytelling",Thematic Games
14105,Commands & Colors: Ancients,2006,2,2,60,12,7987.0,7.78,143.0,2.69,10486,"Campaign / Battle Card Driven, Command Cards, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Scenario / Mission / Campaign Game, Simulation",Wargames
39463,Cosmic Encounter,2008,3,5,120,12,27396.0,7.54,144.0,2.57,33832,"Alliances, Card Play Conflict Resolution, Hand Management, Interrupts, Negotiation, Prisoner's Dilemma, Race, Simultaneous Action Selection, Take That, Trading, Variable Player Powers","Strategy Games, Thematic Games"
146508,T.I.M.E Stories,2015,2,4,90,12,23729.0,7.55,145.0,2.61,35093,"Cooperative Game, Dice Rolling, Move Through Deck, Narrative Choice / Paragraph, Storytelling, Variable Player Powers",Thematic Games
199561,Sagrada,2017,1,4,45,14,26063.0,7.53,146.0,1.93,40258,"Contracts, Dice Rolling, Drafting, Pattern Building, Set Collection, Solo / Solitaire Game","Abstract Games, Family Games"
82222,Xia: Legends of a Drift System,2014,3,5,180,12,7357.0,7.86,147.0,3.17,11630,"Action Points, Dice Rolling, Grid Movement, Map Addition, Modular Board, Pick-up and Deliver, Roll / Spin and Move, Tile Placement, Variable Player Powers","Strategy Games, Thematic Games"
123260,Suburbia,2012,1,4,90,8,21584.0,7.52,148.0,2.78,24714,"Auction: Dutch, Card Drafting, Catch the Leader, Hexagon Grid, Set Collection, Tile Placement",Strategy Games
188920,This War of Mine: The Board Game,2017,1,6,120,18,8550.0,7.83,149.0,3.25,16050,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Push Your Luck, Role Playing, Simulation, Solo / Solitaire Game, Storytelling, Variable Player Powers, Worker Placement",Thematic Games
287954,Azul: Summer Pavilion,2019,2,4,45,8,7039.0,7.83,150.0,2.05,12321,"Drafting, Pattern Building, Set Collection","Abstract Games, Family Games"
126042,Nations,2013,1,5,200,14,11146.0,7.64,151.0,3.54,12085,"Card Drafting, Events, Turn Order: Pass Order, Variable Player Powers, Worker Placement",Strategy Games
223321,Detective: A Modern Crime Board Game,2018,1,5,180,16,7042.0,7.89,152.0,2.72,15633,"Cooperative Game, Solo / Solitaire Game, Storytelling",Thematic Games
195421,Near and Far,2017,2,4,120,13,7245.0,7.81,153.0,2.82,15697,"Card Drafting, Dice Rolling, Narrative Choice / Paragraph, Network and Route Building, Scenario / Mission / Campaign Game, Set Collection, Storytelling, Variable Player Powers, Worker Placement",Thematic Games
31627,Ticket to Ride: Nordic Countries,2007,2,3,60,8,11646.0,7.64,154.0,1.98,17300,"Card Drafting, Hand Management, Network and Route Building, Set Collection",Family Games
104006,Village,2011,2,4,90,12,20255.0,7.53,155.0,3.07,26348,"Action Drafting, Area Majority / Influence, Contracts, Set Collection, Turn Order: Claim Action, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
91,Paths of Glory,1999,2,2,480,14,4539.0,8.06,156.0,3.84,8630,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",Wargames
21050,Combat Commander: Europe,2006,2,2,180,12,5391.0,7.94,157.0,3.25,8073,"Campaign / Battle Card Driven, Grid Movement, Hexagon Grid, Simulation, Variable Phase Order",Wargames
463,Magic: The Gathering,1993,2,2,20,13,32442.0,7.52,158.0,3.22,35625,"Deck Construction, Hand Management, Interrupts, Take That",Customizable Games
171131,Captain Sonar,2016,2,8,60,14,16007.0,7.57,159.0,2.15,21870,"Grid Movement, Hidden Movement, Line Drawing, Real-Time, Role Playing, Secret Unit Deployment, Simulation, Team-Based Game","Party Games, Thematic Games"
220877,Rajas of the Ganges,2017,2,4,75,12,8826.0,7.7,160.0,2.86,11403,"Connections, Dice Rolling, Network and Route Building, Race, Tile Placement, Worker Placement",Strategy Games
224037,Codenames: Duet,2017,2,99,30,11,13985.0,7.57,161.0,1.34,27538,"Communication Limits, Cooperative Game, Push Your Luck, Team-Based Game",Family Games
25021,Sekigahara: The Unification of Japan,2011,2,2,180,14,4380.0,8.04,162.0,2.77,7464,"Action Points, Card Play Conflict Resolution, Force Commitment, Hand Management, Point to Point Movement, Secret Unit Deployment, Turn Order: Auction",Wargames
254640,Just One,2018,3,7,20,8,11775.0,7.6,163.0,1.05,19170,"Communication Limits, Cooperative Game",Party Games
217372,The Quest for El Dorado,2017,2,4,60,10,12131.0,7.61,164.0,1.93,19173,"Card Drafting, Deck Bag and Pool Building, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Race",Family Games
182631,Star Realms: Colony Wars,2015,2,2,20,12,6075.0,7.87,165.0,1.9,14005,"Card Drafting, Deck Bag and Pool Building, Hand Management, Take That",Strategy Games
148228,Splendor,2014,2,4,30,10,58709.0,7.45,166.0,1.8,82849,"Card Drafting, Contracts, Drafting, Race, Set Collection",Family Games
194655,Santorini,2016,2,4,20,8,27873.0,7.48,167.0,1.73,45672,"Race, Square Grid, Team-Based Game, Three Dimensional Movement, Variable Player Powers","Abstract Games, Family Games"
146886,La Granja,2014,1,4,120,12,8756.0,7.67,168.0,3.58,11163,"Area Majority / Influence, Automatic Resource Growth, Dice Rolling, Drafting, Hand Management, Income, Simultaneous Action Selection, Variable Player Powers",Strategy Games
271324,It's a Wonderful World,2019,1,5,60,14,6061.0,7.88,169.0,2.27,9371,"Card Drafting, Drafting, End Game Bonuses, Hand Management, Set Collection, Simultaneous Action Selection, Variable Player Powers",Strategy Games
245638,Coimbra,2018,2,4,90,14,8494.0,7.69,170.0,3.28,11634,"Card Drafting, Dice Rolling, End Game Bonuses, Set Collection, Variable Set-up, Worker Placement with Dice Workers",Strategy Games
274364,Watergate,2019,2,2,60,12,4438.0,8.0,171.0,2.25,8892,"Action/Event, Connections, Hand Management, Tug of War",Strategy Games
215,Tichu,1991,4,4,60,10,13298.0,7.58,172.0,2.34,20236,"Hand Management, Ladder Climbing, Predictive Bid, Team-Based Game",Strategy Games
188,Go,-2200,2,2,180,8,14843.0,7.64,173.0,4.0,20398,"Enclosure, Square Grid",Abstract Games
9209,Ticket to Ride,2004,2,5,60,8,71611.0,7.42,174.0,1.85,97463,"Card Drafting, End Game Bonuses, Hand Management, Network and Route Building, Push Your Luck, Set Collection",Family Games
316554,Dune: Imperium,2020,1,4,120,14,2860.0,8.45,175.0,2.88,5682,"Card Play Conflict Resolution, Deck Bag and Pool Building, Variable Player Powers, Worker Placement","Strategy Games, Thematic Games"
129437,Legendary: A Marvel Deck Building Game,2012,1,5,60,14,19785.0,7.57,176.0,2.44,30186,"Deck Bag and Pool Building, Events, Semi-Cooperative Game, Solo / Solitaire Game, Variable Set-up",Thematic Games
12,Ra,1999,2,5,60,12,19097.0,7.47,177.0,2.35,18460,"Auction/Bidding, Auction: Once Around, Closed Economy Auction, Constrained Bidding, Push Your Luck, Set Collection",Strategy Games
822,Carcassonne,2000,2,5,45,7,101853.0,7.42,178.0,1.91,149337,"Area Majority / Influence, Map Addition, Tile Placement",Family Games
176189,Zombicide: Black Plague,2015,1,6,180,14,12651.0,7.68,179.0,2.51,21612,"Cooperative Game, Dice Rolling, Modular Board, Scenario / Mission / Campaign Game, Turn Order: Progressive, Variable Player Powers",Thematic Games
109276,Kanban: Driver's Edition,2014,2,4,120,12,5727.0,7.84,180.0,4.35,7923,"Action Points, Commodity Speculation, Variable Phase Order, Worker Placement",Strategy Games
155068,Arcadia Quest,2014,2,4,60,13,9152.0,7.71,181.0,2.53,14420,"Dice Rolling, Grid Movement, Modular Board, Scenario / Mission / Campaign Game, Take That, Variable Player Powers",Thematic Games
9216,Goa,2004,2,4,90,12,10928.0,7.58,182.0,3.38,10852,"Auction/Bidding, Auction: Once Around, Hand Management, Push Your Luck, Tech Trees / Tech Tracks",Strategy Games
282524,Horrified,2019,1,5,60,10,6442.0,7.84,183.0,2.05,13549,"Action Points, Cooperative Game, Dice Rolling, Pick-up and Deliver, Point to Point Movement, Solo / Solitaire Game, Variable Player Powers, Variable Set-up",Thematic Games
555,The Princes of Florence,2000,2,5,100,12,14555.0,7.53,184.0,3.25,15720,"Auction/Bidding, Grid Coverage, Tile Placement",Strategy Games
54998,Cyclades,2009,2,5,90,13,17873.0,7.52,185.0,2.83,19628,"Area Majority / Influence, Area Movement, Auction/Bidding, Auction: Fixed Placement, Card Drafting, Dice Rolling, Set Collection, Variable Phase Order",Strategy Games
188834,Secret Hitler,2016,5,10,45,13,18198.0,7.57,186.0,1.69,24770,"Hidden Roles, Player Elimination, Team-Based Game, Traitor Game, Voting",Party Games
253344,Cthulhu: Death May Die,2019,1,5,120,14,3990.0,8.16,187.0,2.42,7733,"Action Points, Cooperative Game, Dice Rolling, Variable Player Powers",Thematic Games
192291,Sushi Go Party!,2016,2,8,20,8,22327.0,7.46,188.0,1.32,39966,"Card Drafting, Drafting, End Game Bonuses, Hand Management, Set Collection, Simultaneous Action Selection",Family Games
27833,Steam,2009,3,5,90,10,9567.0,7.59,189.0,3.46,10386,"Auction/Bidding, Loans, Network and Route Building, Ownership, Pick-up and Deliver, Tile Placement",Strategy Games
7854,YINSH,2003,2,2,60,9,7342.0,7.69,190.0,2.7,9380,"Catch the Leader, Grid Movement, Pattern Building",Abstract Games
128621,Viticulture,2013,2,6,90,13,10189.0,7.59,191.0,2.93,8909,"Hand Management, Turn Order: Progressive, Worker Placement",Strategy Games
31481,Galaxy Trucker,2007,2,4,60,10,29509.0,7.41,192.0,2.33,32651,"Dice Rolling, Events, Real-Time, Relative Movement, Team-Based Game, Tile Placement, Track Movement",Thematic Games
156129,Deception: Murder in Hong Kong,2014,4,12,20,14,16001.0,7.5,193.0,1.6,23769,"Deduction, Events, Hidden Roles, Storytelling, Team-Based Game, Traitor Game",Party Games
189932,Tyrants of the Underdark,2016,2,4,60,14,5083.0,7.89,194.0,2.57,6670,"Area Majority / Influence, Deck Bag and Pool Building",Strategy Games
169426,Roll Player,2016,1,4,90,10,13286.0,7.53,195.0,2.38,20000,"Card Drafting, Dice Rolling, Drafting, Role Playing, Set Collection, Variable Player Powers",Strategy Games
20551,Shogun,2006,3,5,120,12,12828.0,7.54,196.0,3.37,12921,"Action Queue, Area Majority / Influence, Area Movement, Auction/Bidding, Cube Tower, Simultaneous Action Selection, Variable Phase Order",Strategy Games
176494,Isle of Skye: From Chieftain to King,2015,2,5,50,8,20425.0,7.44,197.0,2.25,26632,"Auction/Bidding, Catch the Leader, Set Collection, Tile Placement, Turn Order: Progressive","Family Games, Strategy Games"
421,1830: Railways & Robber Barons,1986,2,7,360,14,4694.0,7.88,198.0,4.16,7037,"Auction/Bidding, Investment, Market, Network and Route Building, Ownership, Stock Holding, Tile Placement, Victory Points as a Resource",Strategy Games
